Link,Text
https://www.coventry.gov.uk/info/64/animals_and_pests/771/microchipping_of_dogs," It is a legal requirement for dogs in England to be microchipped and for the details on the microchip to remain up-to-date. Further information about The Microchipping of Dogs (England) Regulations 2015 requirement. Having your dog microchipped, is one of the best ways to increase your pet's chances of getting home should they become lost. Unlike dog collars and tags, which can fall off or be removed, microchipping is a permanent form of identifying your dog. One of the first things our Dog Wardens will check for when they find a stray dog, is a microchip! Meaning within minutes we could be contacting you to let you know we have found your dog. A microchip about the size of a grain of rice is inserted under your dog's loose skin on the back of the neck by a trained professional. Each microchip has a unique number attached to it. If you are having your dog microchipped by your vet or other trained professional, they will fill in a form with you, taking note of your contact details and information about your dog. The details you give will be your name, address, telephone number and email address, plus details about your dog, such as the dog's breed, date of birth, gender and colour. The microchip implanter will then send off the paperwork and complete the registration, however, some implanters give the remaining paperwork to you to post yourself to complete the registration. Please make sure you complete the registration. Without the chip being fully registered, no details of the owner will be displayed when the microchip is scanned. This makes the whole procedure worthless unless you make sure the chip is registered! You'll also be able to keep a copy of the paperwork for your records. Keep this safe for future reference, you'll need it if you want to update the details on the microchip in future, or to pass on to the new owner if you rehome your dog. Within 5-10 days of the paperwork being sent off, your dog's microchip will be live on the national database. If your dog ever goes missing, they usually end up with a vet or a dog warden, who is able to scan your dog's microchip and retrieve the information from the database, then contact you! It is a legal requirement to do this, but here are some of the practical reasons why it is also important to keep your details up to date; When our dog wardens collect a stray dog, one of the first things they do is scan the dog for a microchip, if the details are not up to date, it causes problems and delays in us getting your dog reunited with you. Sometimes mobile numbers have been changed and are no longer in use. Sometimes landlines are listed but the owner has since moved house. This is why it's important to keep telephone numbers up to date, we advise you to list 2 or 3 alternative telephone numbers on your dog's microchip so that we can get through to you, or another family member who can let you know we have your dog. If we can't get through to you on the telephone, or after no response from leaving a voicemail or sending a text to you, our dog wardens will post a notice to the address listed against the microchip to inform you that we have your dog. This is usually a hand-delivered notice if the registered owner lives in Coventry. However, if you move house and don't update your dog's microchip with your new address, this letter will be sent to your old address, and likely not opened and sent back to us! We will also try to email you if there is an email address included on the microchip database, however, if the email address is no longer in use, such as when people list work email addresses and then change jobs, it usually bounces back to us. Once we have tried all the above options, and we still haven't been able to make contact with you, all we can do is post a picture of your dog on our Facebook page, and hope that you see it and call us! All this stress for you and your pet, could all be avoided if you keep your dog's microchip up to date, and we could call you straight away and have you reunited with your dog within the hour! If you have your dog's microchip paperwork - Check the paperwork to find your dog's microchip number and the name of the database company your dog is microchipped with (usually Petlog, or Petrac). Visit the chip company's website or call them to update the details on the microchip. There is usually a fee of between £10-£15 to update the details, once you have paid the fee, some companies allow you to change the details multiple times in future without a further payment being required. If you do not have your dog's microchip paperwork - Take your dog to a vet to be scanned to find out what your dog's microchip number is and which microchip company they are registered with. The vet cannot make any changes for you, they can only scan the dog. You'll need to contact the microchip company yourself to make any changes and provide proof that you are the owner on the microchip. If you have purchased a puppy from a breeder and need to update the microchip details - A good breeder will supply you with a pack containing all of your new puppy's important paperwork and should give you advice regarding changing the details over from them to you. Make sure you do this as soon as you get home with your new puppy! Puppies can be microchipped after they reach 8 weeks old unless a vet has certified that they are too small. In which case, speak to your vet when you have your puppy registered within a month. If you are rehoming your dog to somebody else -  It is also your responsibility to make sure the new owner changes the ownership on the microchip. When they do this, you will also be notified by the microchip company. If you have bought a dog to the UK from abroad -  Be aware, if a dog is microchipped outside the UK and the details held are on a European database not within the UK, then we cannot always access these databases to obtain the owner's details. To find out if your dog's chip is traceable in the UK, take your dog to a vet to be scanned. The vet can then attempt to access the database to find the details held on the microchip. If they cannot trace the chip, you could find out which company the chip is registered with and speak to them for further advice. If they are unable to transfer the details over to a database traceable in the UK, you may need to get further advice from the vet about having another chip implanted. This is not usually something we recommend, only in special circumstances should a dog be implanted with two microchips.  As Dog Wardens, it's our job to keep stray dogs off the street and reunite them with their owners. We also promote and educate owners on responsible dog ownership. Getting your dog microchipped should be a top priority, along with registering your dog at the vet, getting your dog routinely vaccinated and treating your dog regularly for worms and fleas. We've put together further information below about the importance of having your dog microchipped, plus some tips and advice regarding keeping the details up-to-date on your dog's microchip and how this helps us reunite you with your lost dog quickly. Please note, the Council do not currently offer a service for microchipping dogs, we recommend contacting a vet to get your dog booked in for this. If your dog comes into our kennels and does not meet The Microchipping of Dogs (England) Regulations 2015 requirements, the keeper of the dog will be issued with a Notice upon collection of the dog. This Notice will inform the Keeper of the dog that they have 21 days from the date of the Notice being issued, to complete the recommended actions to meet the requirements. Failure to comply with the Notice within the set time will result in prosecution proceedings being initiated by Coventry City Council which could see the Keeper being issued a £500.00 fine, plus court costs. "
https://www.coventry.gov.uk/info/64/animals_and_pests/612/removal_of_dead_animals," A free service for the removal of dead animals from all public land. All animals we collect are kept for a time before being taken away for cremation. If your pet is chipped, we will retrieve your details and tell you if we have removed the animal. We will also help you by advising you of other services that may be able to help. Remove all reported dead animals from public land within one hour. The exact location of the animal The type of animal A description of the animal  To report a dead animal please contact us. Report a dead animal using our online form. "
https://www.coventry.gov.uk/info/201/street_scene/2984/public_space_protection_orders_pspo/4," Dog fouling of land. Owners are required to keep dogs on a lead in certain specified places within Coventry and on all public streets. If a dog is causing a nuisance to other dogs, dog walkers or members of the public the dog owner can be instructed to put their dog on a lead by an Authorised Officer from the Council. There are restrictions on owners taking dogs into certain areas e.g. children's play areas. A person is only allowed to walk 6 dogs at any one time (this would include professional dog walkers). The Cabinet Report 2015 The results of the consultation 2015 The Public Space Protection Order 2015 The Cabinet Report 2018 The results of the consultation 2018 The Public Space Protection Order 2018 The Cabinet Report 2021 Location maps 2021 Impact Statements 2021 Environmental Services Fixed Penalty Notices Environmental Services notices Street Enforcement Investigations report  Public Space Protection Order (Coventry Dog Control) was created on 15 June 2021 and will run for 3 years from this date. Failure to comply with a DCO will result in the dog’s owner being issued with a fixed penalty notice. In the event of the fixed penalty notice not being paid, it is the Council’s policy to prosecute. This would result in the person receiving a criminal record. Information about how the PSPO is being enforced: "
https://cswprepared.org.uk/be-prepared/prepared-pets/,"  If you have to evacuate, remain calm. If there is no immediate risk to life, put your pets in a carrier or on a leash, and collect your grab bag. If you have time, write EVACUATED over your Pet Alert Sticker. Never leave your pets at home unless you absolutely can’t help it! If you do have to, bring them indoors and shut them in an upstairs room with 5-7 days of dry food and water. Responders may be overwhelmed for several days before they can even think about looking for pets, and the priority will always be to save human life. Should a large number of people be evacuated, the council will open a rest centre. All rest centres in this area accept pets, but you may have to leave your animals in their carriers or on a lead. You will also be responsible for their welfare and cleaning up after them. If the evacuation lasts longer than a day, you’ll be moved into a hotel. We’ll always try and find one that takes pets, but this isn’t always possible. This is where your friends and relatives come in! Otherwise, we hold a list of animal boarding facilities in the nearby area. Fires, chemical spills, and any number of other emergencies might require you and your animals to have to evacuate your house. Make sure you (and they) are prepared. This should be small enough for anyone to carry, stored in an accessible place, and contain all the items you would need if you had to leave your home in a hurry. You can find at full list of what to include by clicking here > Make sure to include pet specific items such as: Pet alert stickers notify responders that there are pets in your property in case an evacuation is ordered when you are not home and are available from a number of different retailers online. It’s now a legal requirement to microchip your dogs, but it’s also beneficial for cats and rabbits.  In an emergency, strange sights, sounds and smells can cause your pet to become disoriented and lost. A microchip is the single best way to ensure you are reunited. If there are people outside your immediate area you could stay with, or who could look after your pets, get in contact prior to an incident. If you have a neighbour who you trust with a house key, consider talking to them about collecting your pets if you are out of the house when an evacuation order is issued.  Take a mobile phone number so you can remind them. Always keep your pets vaccinations up to date. Not only does not doing so expose them to all sorts of biological hazards, it means the majority of animal boarding facilities wont accept them. Designed by  Core Design Communications Ltd "
https://www.coventry.gov.uk/apprenticeships/," Adult Services Business Investment and Culture Children’s Services Communities Corporate Communications Education and Skills Finance and Corporate Services Human Resources Legal & Governance Services Project Management and Property Services Public Health and Insight Streetscene and Regulatory Services Transportation and Highways  'One Coventry' is our approach to building a Coventry that works for all. It is not a programme with projects and milestones; it is about how we do things now and in the future. It's working together to improve people's lives and the city. At Coventry City Council, we enable individuals and families to live their best lives and achieve successful outcomes through customer contact, public health prevention, education & skills, adult and children’s services and by providing support for the most vulnerable. The work we do improves people’s lives – from helping them into work, to providing clean and green places to live and keeping people safe and protected. We genuinely believe that Coventry City Council is a special place to work, and our colleagues take immense pride in providing services to our residents to improve their lives and make Coventry a better city for everyone. Our service areas include: We offer apprenticeships that will enable you to start your career across all of these service areas. "
https://www.coventry.gov.uk/future-talent/graduates-students-programmes-coventry," Adult Services Business, Culture and Investment Children’s Services Education and Skills Legal and Governance Services Finance Human Resources Project Management and Property Public Health and Insight Streetscene and Regulatory Services Transportation and Highways  Coventry City Council is a very special place. As a council with improvement at its heart, we’re committed to making life better for the people who live and work in Coventry. By joining us, you won’t just be helping the community, you’ll be helping yourself too. Diversity and inclusion is at the heart of our organisation, so we are keen to recruit graduates from all different backgrounds to reflect the diverse communities that we serve. We are looking for graduates who have different perspectives, the right values and attitudes, and who are keen to kick-start their career in local government. Our values define us as an organisation and influence everything we do and how we treat each other. Local government does more than you think! The work we do at Coventry City Council improves people’s lives - from helping them into work to providing clean and green places to live, to keeping them safe and protected. Our service areas include: "
https://www.coventry.gov.uk/future-talent/social-work-academy-3,"  At Coventry City Council we know it is absolutely crucial for our social workers to have continuous professional development - so we have developed our Coventry Social Work Academy.  The academy is an operational team where cohorts of Newly Qualified Social Workers benefit from learning and development workshops, alongside robust oversight of work with children and families, in a protected environment to establish best practice as a baseline for continuous professional development journey. After the first 6 months of joining our Social Work Academy, newly qualified social workers continue on their assessed and supported year in employment in the wider children’s services, with long arm support from the Social Work Academy. NQSW’s benefit from continued professional development, support and mentoring as they progress through the early stages of their social work career, where they develop and embed best practice to achieve better outcomes for children and families living in the city. Coventry’s Children Services is proud of its achievements to date and is continuing to ensure children and families remain at the heart of all it does.  We provide our social care staff you with an environment where practice with children and families can flourish and make the most difference, with high support and high challenge at the forefront.  We are passionate about creating something special, where families are valued; our service is based on relationship and restorative based practice in line with Signs of Safety methodology. Find more about our Social Work Academy. "
https://www.coventry.gov.uk/arts-1/opportunities," A wider range of people from different backgrounds will be involved in heritage activities. Links in some way to the themes of St Mary’s Guildhall, either through the building, its collections or the stories told. People will be able to develop new skills. People will be able to learn about the past hopefully leading to more engagement with places like St Mary’s Guildhall in the future. Round 2 will open on 19 February 2024 with an application deadline of 29 March 2024 Applicants should be notified of the outcome of their applications by the beginning of May 2024 Successful projects will need to be completed and evaluated by March 2025  In 2020, The National Lottery Heritage Fund generously awarded Coventry City Council a grant in support of the transformation of St. Mary’s Guildhall, which has enabled much needed enhancements to the historic site including greater accessibility, the conservation and redisplay of the magnificent tapestry, and the development of state-of-the-art interpretation facilities. A further key aim of this funding was to increase opportunities for local communities to experience St. Mary’s Guildhall, and to benefit from greater contact with heritage. To support this aim St. Mary’s Guildhall, in partnership with Coventry City Council, has launched a grant scheme for organisations to deliver projects that will allow Coventry communities to engage more deeply with St Mary’s Guildhall, and encourage a long-lasting relationship with heritage. In the first round of the grant scheme, which launched in summer 2023, five awards were made to projects which ranged from a multicultural ball to weaving workshops and Black History inspired digital arts. Funding is available exclusively for projects that meet one or more of the grant priorities: The funding scheme has a total value of £30,000, with awards available to eligible projects across two application rounds, and in two funding tiers: Tier 1 Grants will be larger awards, between £2,000 and £8,000. This is for larger projects to which only constituted organisations may apply. Tier 2 Grants are smaller awards, between £250 and £1,999, to which both constituted organisations, and non-constituted community groups may apply. Further information about the grants scheme, eligibility criteria and how to apply The grant scheme is being managed by No Ordinary Hospitality Management, the operators of St. Mary's Guildhall, with grant awards being made by Coventry City Council. "
https://www.coventry.gov.uk/culturalpartnerships," provide opportunities for the ‘learning’ and ‘cultural’ sector to work together give advice and support to organisations about how to creatively engage with culture in education and learning settings. offer professional development opportunities for teachers, artists, and other professionals create space for formal and informal conversations about cultural education coordinate a network of ‘Cultural Champions’ in education settings across Coventry regularly share information via dedicated social media and newsletters Sign-up for CoventryCEP's email newsletter. Join the CoventryCEP's members page on Facebook to be part of the conversation about culture and education. Email Coventry Cultural Education Partnership at coventrycep@gmail.com You can also follow CCEP on X @CoventryCEP  Coventry City Council is a member of the Coventry Cultural Educational Partnership (CCEP). It is part of the national Local Cultural Education Partnerships network and works closely with West Midlands Arts Connect (WM bridge). CCEP is a network of professionals and organisations that offer learning opportunities for children and young people between the ages of 0-30 years in Coventry. It includes people from the creative and cultural sector, from formal education settings such schools, universities and colleges, and from early years and informal education providers. Together we aim to ensure that every child and young person in Coventry has the opportunity to experience cultural learning activities. To help us achieve this we: Following Coventry's year as UK City of Culture in 2021, the CCEP are working to support the cultural legacy, by ensuring that all children and young people continue to have opportunities to take part in cultural activity, and share in the benefits that City of Culture has brought to our city. '100 Brilliant Ideas' is a free CCEP resource to inspire young people’s creativity.  It is a quick to use and easy to understand approach to prompt young people to access and use their natural creativity.  The ideas collected were devised by artists, teachers and education professionals, arts, cultural and heritage organisations and individuals with a commitment to developing creativity in young people. The majority of the ideas are designed to allow a quick response without having to rely on a large number of resources, others might need some preparation and may even inspire a trip to a local arts, cultural or heritage venue. We have also included a directory of organisations and individuals you may want to connect with to take your ideas further. We hope you find the 100 Brilliant Ideas a useful resource and importantly enjoy them, have fun with your young people and embrace the joy that creativity always brings! You can view or download 100 Brilliant Ideas and look out for our #100BrilliantIdeas on Twitter @CoventryCEP. For more information on CCEP contact: For more information about the CCEP, news updates and opportunities to get involved visit the CoventryCEP website. "
https://www.coventry.gov.uk/info/97/arts_and_culture/3565/coventry_cultural_strategy_2017-2027," Coventry Cultural Strategy 2017 - 2027 Cultural Strategy Refresh One Coventry (Council Plan 2016-24) Coventry City-wide Intelligence Hub  A 10-year Cultural Strategy has been drawn up to help Coventry become a culturally attractive, vibrant and prosperous city for everyone who lives, works and studies in our city. The strategy will make Coventry a leading city of culture in modern Britain and help bring about future economic success and improved quality of life for residents. It has been funded by the City Council and Arts Council England with support from both the University of Warwick and Coventry University and is based on an extensive consultation process. The Strategy builds on the heritage and culture of the city and introduces five key goals for cultural growth and seven big ideas for transforming the cultural life of the city. The initial five goals are: A new partnership approach to cultural growth will ensure access and sustainable funding for a wide range of cultural organisations, activities and events across the city. This partnership brings together the City Council, communities, the universities, local businesses and charities, and the professional and amateur cultural sectors. All children and young people have an entitlement to the arts and digital creativity in schools and in their community which is not limited by family income, location or age.
There are opportunities for all generations to learn from and develop through the arts and there will be an emphasis on lifelong learning and talent being recognised. Communities and individuals will be empowered to celebrate and share their heritage, culture, abilities and identity and take part in the cultural life of the city.
Diversity is one of Coventry's strengths and resources and Coventry is a national centre of excellence for diversity in the arts and creative industries. Arts and culture are core to the health and wellbeing of the city, with events helping to combat isolation and mental health problems in vulnerable communities.
Culture makes a major contribution to encouraging healthy lifestyles and physical activity. Coventry is a culturally vibrant, attractive and prosperous city that enriches the lives and environment for all residents.
The city is a major tourist destination for the West Midlands and successfully attracts new businesses and investment, particularly in high- tech creative industries, talent development and cultural production. Arts and culture promote and support behavioural and environmental changes to address the climate crisis and encourage green activism. Arts and culture model circular economy practices and principles in production and
programming that bring fun, interactive and entertaining activities to celebrate and sustain the city’s green and other heritage sites. The Coventry Cultural Strategy 2017 – 2027, has been funded by Coventry City Council and Arts Council England and was written with support from the University of Warwick and Coventry University. ArtsDevelopment@coventry.gov.uk and mark the subject line 'Cultural Strategy Enquiry' Keep up to date with cultural news and opportunities by signing up for our newsletter. "
https://www.coventry.gov.uk/publicart," provide a centralised function for supporting and ensuring the commissioning, monitoring and decommissioning of public artworks and schemes across Coventry have been undertaken correctly, including consideration of artistic quality, planning suitability and maintenance obligations signpost organisations wishing to commission or install public artworks to relevant advice and guidance work with partners to effectively and regularly communicate public art developments and opportunities; advocate for the inclusion of public artworks within the city, and contribute to relevant policies and strategy documents respond to enquiries involving the planning and commissioning of public art and to relationship manage external organisations and individuals leading on public art projects as relevant  The Public Art Gateway group was established in 2019 and maintains an overview of public art commissioning and ongoing management of public art within Coventry. This includes artwork commissioned for or designed into a public space, as well as artist-led projects and activities which reflect or comment on the local environment. The group works on behalf of Coventry City Council and provides early advice, guidance and signposting relating to public art ideas and proposals. The group will also provide oversight for the commissioning, monitoring and decommissioning of public artworks and schemes across Coventry. This includes approving proposals when they satisfy requirements for artistic, planning and maintenance liabilities. The four aims of the Public Art Gateway Group are to: "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/2,"  Our 'Welcome to Coventry' web app is available in several languages. It provides useful information for new arrivals to Coventry. Areas include education, healthcare, employability and much more. Its interactive map allows you to find services near you. Follow the instructions on the app to download. "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/3,"  The Syrian Vulnerable People's Resettlement Scheme was announced by the Home Secretary on 29 January 2014. It is designed to provide assistance to Syrians who have fled to neighbouring countries as a result of the current crisis and who are particularly vulnerable. Coventry joined the scheme in July 2014, and since then we have become one of the leading cities in the UK for the resettlement of refugees. In October 2016 Coventry joined the Vulnerable Children's Resettlement Scheme. This scheme focuses on the resettlement of vulnerable children and their immediate families from the Middle East and North Africa. This scheme is run in the same way as the Syrian VPR scheme. In March 2021, the VPRS and VCRS have been replaced by the UKRS. The UK Resettlement Scheme has a geographical focus beyond the Middle East and North Africa region. As of October 2022,  over 1000 refugees have been welcomed into the city under these schemes. We will continue to work closely with the United Nations High Commissioner for Refugees (UNHCR) and the International Organization for Migration (IOM) to target those in greatest need of assistance, including people requiring urgent medical treatment, survivors of violence and torture, and women and children at risk. UNHCR is uniquely placed to identify those living in formal refugee camps, informal settlements and host communities who would benefit most from resettlement to the UK. Coventry City Council leads a partnership of organisations throughout the city, in order to deliver this programme. Our key partners are Coventry Citizens Advice, Coventry Refugee and Migrant Centre, St Francis of Assisi Church (Radford), FWT - a centre for women and Positive Youth Foundation. The UK Home Office is responsible for setting the criteria under which people are resettled into the UK and oversees the schemes. The United Nations High Commission for Refugees (UNHCR) submits potential cases for the Home Office to consider. Once a case has passed this initial stage, the International Organisation for Migration (IoM) will conduct a full medical examination. Case files including this information are then sent to participating local authorities for consideration on the grounds of medical needs, availability of accommodation, and the potential impact on local services. The City Council has committed to resettling 125 people per year. The schemes were due to end in 2020, however, this is no longer the case. We are still currently accepting clients due to the delays the pandemic has caused, however, going forward the scheme will change. On 17 June 2019, the Home Secretary announced that the current format of the UK Resettlement Scheme (UKRS) would be changing and from 2020 it would be consolidating the Vulnerable Person Resettlement Scheme, the Vulnerable Children's Resettlement Scheme and the Gateway Protection Programme under the umbrella of the UKRS. The purpose of this is to resettle up to 5,000 of the world's most vulnerable refugees in the UK within the first year of the scheme; refugees who would have previously been resettled through the flagship Vulnerable Person's Resettlement Scheme. Funding for resettlement schemes is provided by the Home Office. Home Office funding is used to secure private rented accommodation for the first year. We have not used the City Council's existing housing stock, meaning that social housing waiting lists have not been affected. Coventry Schools will receive a grant for each child attending under the resettlement schemes. This is to aid their education and integration into the UK's school system, whilst reducing the impact on school budgets. "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/8," The Migration Team, The Council’s Job Shop and the Adult Education Service. PET-Xi Ltd WATCH Ltd (Working Actively to Change Hillfields Ltd) Coventry University through FabLab Coventry and their Outreach Team. New Start 4 U CIC IMAGINEER  ‘Your Vision, Your Future’ is an education, training and employment support programme that will support young migrants and refugees in Coventry aged 16-29 who are not in employment, education or training (NEET). Your Vision, Your Future is part-funded by the European Social Fund (ESF) and supported under the Youth Employment Initiative (YEI). It is comprised of eight delivery partners who have come together to form a strong and robust partnership. Each of the partners specialises in providing high quality education, training and employment support and they will be tailoring the support provided to meet the individual needs of each young person. The partners are: The Migration Team intends to bridge service gaps, provide mentoring, coaching and holistic interventions to support young refugees and migrants to move into suitable education and employment opportunities. The purpose will be to make barrier-breaking interventions that will allow young migrants and refugees to move into education and employment opportunities that are appropriate for them. Each participant will have a designated mentor who will meet regularly with clients to discuss their progress and signpost them to services across the city. For more information or to get involved please email YourVisionYourFuture@coventry.gov.uk "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/4," Support and advice with late applications, including evidencing ‘reasonable excuses’ Legal advice and representation Looking into outstanding applications, in some cases liaising with the Home Office on your behalf Support with switching from Pre-Settled Status to Settled Status Barrier-breaking interventions including interpretation, digital support and signposting Email: CoventryEUSS@coventry.gov.uk  The EU Settlement Scheme is the UK’s immigration scheme for EU and EEA citizens, their family members and members, to secure their right to live, access services and work in the UK beyond 30th June 2021. If eligible nationals do not submit an application to the EU Settlement Scheme, this may result in a No Recourse to Public Fund (NRPF) condition being imposed- meaning that individuals may lose the right to live, work and access services in the UK. Coventry City Council has produced detailed guidance about the EU Settlement Scheme for EEA nationals, employers and landlords as well as the Local Authority. This has BrowseAloud functionality, which translates into various languages. The application deadline for the EU Settlement Scheme was 30 June 2021, which has now passed. Beyond this date, for now, eligible nationals will be able to submit late applications to the EU Settlement Scheme providing there is a ‘reasonable excuse’. Coventry City Council has secured funding from the Home Office to work with Coventry Central England Law Centre to continue to support eligible nationals until 31 March 2023. We provide free, independent and confidential advice and support in Coventry. This includes: Read our EUSS project privacy notice. "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/5,"   In January 2021, Coventry City Council launched a two-year partnership called MyCoventry. The project addresses local, social and economic inequalities that hinder the way young people and adults from migrant communities interact and become part of the local area. The specialist partnership intends to bridge service gaps, provide mentoring, coaching and holistic interventions to support client progression and integration. It is aimed at non-EU and EEA nationals living in Coventry. The city-wide partnership between Coventry City Council, the Job Shop, St Francis Church of Assisi, ACH, Coventry University and Positive Youth Foundation is part-funded by the Asylum, Migration and Integration Fund (AMIF). The scheme will help improve language skills and enable new communities to learn and feel a part of the life of the city; as well as boost employment opportunities. A key component of MyCoventry is the ‘Integrass’ Assessment Toolkit which will produce a Personalised Integration Plan for each client, based on an individual’s specific needs and barriers. Clients will complete the short assessment with a member of staff, and again at a later date to monitor progress. This will inform personalised pathways across the project, facilitating language learning, employment support, civic orientation and meaningful contact with the host society for clients. Each partner will have designated mentors who will meet regularly with clients to discuss their progress and signpost them to services across the city. For more information or to get involved please email mycoventry@coventry.gov.uk. Read our privacy policy.  This project is part funded by the EU Asylum, Migration and Integration Fund. Making management of migration flows more efficient across the European Union. "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/11,"  A number of unaccompanied young people under the age of 18 years have sought asylum in Coventry. They originate from many countries including Iraq, Iran, Afghanistan, Uganda, Somalia, Cameroon, Angola, Kosovo, and China. As a Local Authority, we have a duty under The Children Act 1989, to offer support and guidance to this group of vulnerable young people. Our Through Care service deals with all referrals of UASC's to Social Care. After an assessment, we arrange for the required assistance and support to be provided. We also assist with accessing other support agencies using the services of a translator if required. We endeavour to assist any young person we are supporting who wishes to trace their families overseas; we do this in partnership with the Red Cross. We also assist young people we are supporting in seeking emotional support caused by severe trauma and will put them in touch with the relevant help required. Before young people are 18 years we contact the appropriate agencies to try and ensure a smooth transfer. Once young people have reached the age of 18 years support is available from the Local Authority via The Through Care team up until the age of 25 years. Through Care Migrant Help
Asylum Helpline Advice Service
Free asylum helpline: 0808 8010 503 Asylum Support Application UK
Asylum Helpline Support Application Services
Tel: 0808 8000 631 The Refugee Council
Children Panel
Advice Line: 020 7346 1134 "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/7," housing and services; accessing education; healthcare; employment; starting a business; English language support; accessing public funds you're eligible for;  Hong Kong British Nationals Overseas (BNOs) status holders can apply for a new immigration route, enabling them and their dependents to come to the UK to live, work and study on a pathway to citizenship. The West Midlands Welcome Hub (WMWH) has been set up to support new arrivals from Hong Kong on the British Nationals Overseas (BNOs) visa to access information to help their integration into the UK. You can access a range of supporting information from the WMWH. Coventry City Council's Migration Team offers an array of support to BNOs who are due to arrive in Coventry or have recently arrived. Our support includes advice and guidance on: The team also has a dedicated BNO Coordinator who provides dedicated support helping to connect new arrivals with local community/faith groups and other organisations across the city, along with providing advice and guidance on how to access services such as banking, employment, ESOL and much more. For more information and support for BNOs arriving in the United Kingdom, check out the government's website. If you would like to contact the Migration Team and learn more about the support they give, email migrationteam@coventry.gov.uk  "
https://www.coventry.gov.uk/info/51/welcome_to_coventry/548/newly_arrived_communities/9,"  Coventry has a wide range of organisations which provide support for Refugees and Newly Arrived Communities. Below is a list of organisations and services which you may find useful. Coventry City Council also has a Customer Service Centre on Broadgate Square, where advice and help can be sought on a wide range of issues including Housing Benefits, Housing, Council Tax and Social Care. More information can be found on the Customer Service Centre page. Address and contact number Brief description of services Coventry Refugee and Migrant Centre 15 Bishop Street, Coventry, West Midlands CV1 1HU 024 7622 7254 Advice and advocacy: asylum and immigration issues, problems with benefits, money, housing. Advocacy including applications for European nationals and family members of European nationals, Children's, Art Therapy, ESOL Coventry Law Centre Oakwood House, St Patrick's Road Entrance, Coventry, CV1 2HL 024 7666 4616 Free legal advice and representation. Specialise in the following areas of law: Community Care, Discrimination, Employment, Family, Housing, Immigration and Asylum, Money and Debt, Public Law and Welfare Benefits. Coventry Citizens Advice Kirby House,
			Little Park Street,
			Coventry,
			CV1 2JZ Advice line open Monday Friday 10am - 4pm: 0800 144 8848 Impartial advice and support on a wide range of issues. A number of projects including debt advice, saving money on energy bills, support for finding employment and training, housing and healthcare. Coventry Asylum and Refugee Action Group C/O Peace House 311 Stoney Stanton Road, Coventry CV6 5DS 024 7666 4616 Community group run by asylum seekers, refugees, and volunteers. Weekly meetings to discuss a range of issues including accommodation, health care, legal aid, education, and shared experiences. Foleshill Women's Training 70-72 Elmsdale Avenue, Coventry, West Midlands CV6 6ES 024 7663 7693 Education, training, healthcare and employment support for women in Coventry. Regular English, Maths and IT classes available, with on-site crèche facilities. 7 Lamb Street, Coventry, CV1 4AE 07513 812766 midlands@jct.charity Mon, Tues, Wed & Fri 9:30am – 4pm
			Thurs – Telephone service only The Roma Project Based at Coventry Law Centre Oakwood House, St Patrick's Road Entrance, Coventry, CV1 2HL 07722 555 899 Support for members of the Roma community in Coventry. Carriers of Hope Based at Hillfields Evangelical Baptist Church, Waterloo Street, Coventry, CV1 5JS, Tuesdays 9am - 10.30am General enquiries: Sue Sampson 024 7645 6356 Baby equipment: Katie Wilson, 07809 367 517 Furniture project: Catherine Norrish, 07939 437 159 Home visits, welcome baby bag visits, support with food, clothing and baby items. Furniture project also available. City of Sanctuary Craig Muir 024 7626 4264  Bringing together 78 organisations across Coventry who are committed to welcome and support those seeking sanctuary in our city. Redcross Refugees support: St Peter's Centre, Charles Street, Hillfields, Coventry, CV1 5NP Fridays 9am - 2pm 0121 766 5444   Emergency food, clothes and small amounts of money for those facing severe hardship. St Francis Church  Links Road,
			Radford,
			Coventry
			CV6 3DQ 07799 724908 Free English language classes for new starters, beginners and improvers. ESOL also provided for a small charge per session. Work club available Monday - Friday offering help and support for finding employment "
